V0062131000;СТАНЦИИ Ж/Д (сбоку путей);NoneStyleLine
V00621310001;СТАНЦИИ Ж/Д (между путями);NoneStyleLine
V00621310002;СТАНЦИИ Ж/Д(распол.неизвестно);NoneStyleLine
V00621310003;СТАНЦИИ НА УЗКОКОЛЕЙНОЙ Ж/Д ;NoneStyleLine
P0062132000;СТАНЦИИ МЕТРОПОЛИТЕНА;NoneStyleMark
V0062132000;СТАНЦИИ МЕТРОПОЛИТЕНА ;NoneStyleLine
V0062133000;ОСТАНОВОЧН.И ОБГОННЫЕ ПУНКТЫ ;NoneStyleLine
V0062134000;ПЛАТФОРМЫ ;NoneStyleLine
V0062136000;РАЗЪЕЗДЫ ;NoneStyleLine
V0062141000;БЛОКПОСТЫ (примыкает к объек.);NoneStyleLine
V00621410001;БЛОКПОСТЫ (рядом с объектом);NoneStyleLine
V0062142000;ПУТЕВЫЕ ПОСТЫ(примыкает к об.);NoneStyleLine
V00621420001;ПУТЕВЫЕ ПОСТЫ (рядом с об.);NoneStyleLine
V0062142200;БУДКИ НА Ж/Д (примыкает к об.);NoneStyleLine
V00621422001;БУДКИ НА Ж/Д (рядом с об.);NoneStyleLine
V0062142300;КАЗАРМЫ НА Ж/Д (примык.к об.);NoneStyleLine
V00621423001;КАЗАРМЫ НА Ж/Д (рядом с об.) 2;NoneStyleLine
P0062144000;ПОВОРОТНЫЕ КРУГИ ;NoneStyleMark
V0062145100;ПОСТЫ(при ж/д переезд.рядом);NoneStyleLine
V00621451001;ПОСТЫ(при ж/д переезд.примык.);NoneStyleLine
V0062210000;ЛЕГКИЕ ПРИДОРОЖНЫЕ СООРУЖЕНИЯ;NoneStyleLine
V0062221000;КИЛОМЕТРОВЫЕ ЗНАКИ ;NoneStyleLine
L0062230000;СТОЯНКИ ТРАНСПОРТА НА АВТОДОР.;NoneStyleLine
S0062230000;СТОЯНКИ ТРАНСПОРТА НА АВТОДОР.;NoneStylePoly
V0062230000;СТОЯНКИ ТРАНСПОРТА НА АВТОДОР.;NoneStyleLine
L0062311000;МОСТЫ НА ОБЩЕМ ПРОЛЕТ.ОСНОВАН.;NoneStyleLine
S0062311000;МОСТЫ НА ОБЩЕМ ПРОЛЕТ.ОСНОВАН.;NoneStylePoly
L0062312000;МОСТЫ НА РАЗОБЩ.ПРОЛЕТ.ОСНОВ.;NoneStyleLine
S0062312000;МОСТЫ НА РАЗОБЩ.ПРОЛЕТ.ОСНОВ.;NoneStylePoly
L0062313000;МОСТЫ МНОГОЯРУСНЫЕ ;NoneStyleLine
S0062313000;МОСТЫ МНОГОЯРУСНЫЕ ;NoneStylePoly
L0062314000;МОСТЫ ПОДЪЕМНЫЕ И РАЗВОДНЫЕ;NoneStyleLine
S0062314000;МОСТЫ ПОДЪЕМНЫЕ И РАЗВОДНЫЕ ;NoneStylePoly
L0062315000;МОСТЫ ПРОЧИЕ;NoneStyleLine
S0062315000;МОСТЫ ПРОЧИЕ;NoneStylePoly
V0062315000;МОСТЫ ПРОЧИЕ ;NoneStyleLine
L0062317000;МОСТЫ ПЕШЕХОДНЫЕ ;NoneStyleLine
V0062317000;МОСТЫ ПЕШЕХОДНЫЕ ;NoneStyleLine
V0062318000;МОСТЫ ЧЕРЕЗ НЕЗ.ПРЕПЯТ.у-г/д.;NoneStyleLine
V00623180001;МОСТЫ ЧЕРЕЗ НЕЗН.ПРЕПЯТ.г/дор.;NoneStyleLine
V00623180002;МОСТЫ ЧЕРЕЗ НЕЗ.ПРЕПЯТ.а/дор.;NoneStyleLine
L0062321000;ПУТЕПРОВОДЫ НА ОБЩ.ПРОЛ.ОСНОВ.;NoneStyleLine
S0062321000;ПУТЕПРОВОДЫ НА ОБЩ.ПРОЛ.ОСНОВ.;NoneStylePoly
L0062322000;ПУТЕПРОВОДЫ НА РАЗОБ.ПРОЛ.ОСН.;NoneStyleLine
S0062322000;ПУТЕПРОВОДЫ НА РАЗОБ.ПРОЛ.ОСН.;NoneStylePoly
L0062323000;ПУТЕПРОВОДЫ МНОГОЯРУСНЫЕ ;NoneStyleLine
S0062323000;ПУТЕПРОВОДЫ МНОГОЯРУСНЫЕ;NoneStylePoly
L0062324000;ПУТЕПРОВОДЫ,ВИАДУКИ (прочие);NoneStyleLine
S0062324000;ПУТЕПРОВОДЫ ПРОЧИЕ;NoneStylePoly
V0062324000;ПУТЕПРОВОДЫ ПРОЧИЕ ;NoneStyleLine
L0062329000;СТОРОНА МОСТА,ПУТЕПРОВОДА,ЭСТ.;NoneStyleLine
L0062331000;ТУННЕЛИ НА ШОССЕ;NoneStyleLine
L00623310001;ТУННЕЛИ НА УСОВЕРШЕН. ШОССЕ;NoneStyleLine
L00623310002;ТУННЕЛИ НА Ж/Д ;NoneStyleLine
L00623310003;ТУННЕЛИ НА АВТОМАГИСТРАЛИ;NoneStyleLine
L00623310004;ТУННЕЛИ НА ГРУНТОВЫХ ДОРОГАХ;NoneStyleLine
V0062331000;ТУННЕЛИ НА ЖЕЛЕЗНОЙ ДОРОГЕ;NoneStyleLine
V00623310001;ТУННЕЛИ НА АВТОДОРОГЕ;NoneStyleLine
L0062332000;ГАЛЕРЕИ НА Ж/Д ;NoneStyleLine
L00623320001;ГАЛЕРЕИ НА АВТОМАГИСТРАЛИ;NoneStyleLine
L00623320002;ГАЛЕРЕИ НА УСОВЕРШЕНСТВ.ШОССЕ;NoneStyleLine
L00623320003;ГАЛЕРЕИ НА ШОССЕ;NoneStyleLine
L0062371000;ТРУБЫ ВОДОПРОПУСКНЫЕ;Водопроводы_100к
V0062371000;ТРУБЫ ВОДОПРОПУСКНЫЕ (на ж/д);NoneStyleLine
V00623710001;ТРУБЫ ВОДОПРОПУСК.на у/гр.дор.;NoneStyleLine
V00623710002;ТРУБЫ ВОДОПРОПУСК.(на гр.дор.);NoneStyleLine
V00623710003;ТРУБЫ ВОДОПРОПУСК. на автомаг.;NoneStyleLine
V00623710004;ТРУБЫ ВОДОПРОПУСК. на ус.шоссе;NoneStyleLine
V00623710005;ТРУБЫ ВОДОПРОПУСК. (на шоссе);NoneStyleLine
V00623710006;ТРУБЫ ВОДОПРОПУСК.(вне дорог);NoneStyleLine
L0062391000;ПОДЗЕМНЫЕ ПЕРЕХОДЫ;NoneStyleLine
L0062392000;ПЕРЕХОДНЫЕ МОСТИКИ;NoneStyleLine
L0062393000;ЛЕСТНИЦЫ ДЛЯ ПОДЪЕМА;NoneStyleLine
V0063300000;НОМЕР АВТОМОБИЛЬНОЙ ДОРОГИ ;NoneStyleLine
P0042300000;ПОСТОЯННЫЕ СТОЯНКИ ЮРТ,ЧУМОВ;NoneStyleMark
S0043300000;РАЗРУШ.(ПОЛУРАЗРУШ.) Н/ПУНКТЫ;NoneStylePoly
S0045100001;КВАРТАЛЫ НЕЗАСТРОЕННЫЕ;whitePoly
S0045111000;КВАРТ.ПЛОТ.ЗАСТР.В КРУП.ГОРОДЕ;orangePoly
L00452000004;УЛИЦЫ МАГИСТРАЛЬНЫЕ И ГЛАВНЫЕ;whiteLine
L00452000005;УЛИЦЫ МАГИСТР.И ГЛАВ.С ЗАЛИВ.;orangeLine
L00452000006;ПРОЕЗДЫ;blackLine
L00452000007;УЛИЦЫ ПРОЧИЕ;whiteLine
S0045200000;УЛИЦЫ;NoneStylePoly
L0045210000;СТОРОНА УЛИЦЫ (ПЛОЩАДИ И Т.П.);blackLine
S0045300000;ПЛОЩАДИ;NoneStylePoly
S0045510000;РАЙОНЫ НОВОГО ЖИЛИЩН.СТРОИТЕЛ.;NoneStylePoly
S0045520000;РАЙОНЫ НОВОГО ПРОМ.СТРОИТЕЛ.;NoneStylePoly
S0051111000;КАРЬЕРЫ;Карьеры (полигон)_25к-100к
P0051111000;КАРЬЕРЫ;Карьеры (точечный)_100к
V0051111000;КАРЬЕРЫ ;NoneStyleLine
S0051111100;ИЗРЫТЫЕ МЕСТА;NoneStylePoly
S0051112000;ОТКРЫТЫЕ СОЛЯНЫЕ РАЗРАБОТКИ;NoneStylePoly
S00511120001;ОТКРЫТЫЕ СОЛЯН.РАЗРАБОТКИ(к-с);NoneStylePoly
P0051112000;ОТКРЫТЫЕ СОЛЯНЫЕ РАЗРАБОТКИ;NoneStyleMark
S0051113000;ТОРФОРАЗРАБОТКИ;NoneStylePoly
P0051113000;ТОРФОРАЗРАБОТКИ;Торфоразработки_100к
S0051121100;ШАХТЫ ;NoneStylePoly
P0051121100;ШАХТЫ;Устья шахтных стволов и штолен_100к
S0051122000;РУДНИКИ, ПРИИСКИ, КОПИ;NoneStylePoly
P0051122000;РУДНИКИ,ПРИИСКИ,КОПИ (действ.);NoneStyleMark
S0051123000;ТЕРРИКОНЫ И ОТВАЛЫ (к-с);NoneStylePoly
S00511230001;ТЕРРИКОНЫ И ОТВАЛЫ ;NoneStylePoly
P0051123000;ТЕРРИКОНЫ И ОТВАЛЫ;Терриконы, отвалы пород (точечный)_100к
S0051123100;ТЕРРИКОНЫ ;NoneStylePoly
S00511231001;ТЕРРИКОНЫ (к-с);NoneStylePoly
P0051123100;ТЕРРИКОНЫ ;NoneStyleMark
S0051123200;ОТВАЛЫ ;NoneStylePoly
S00511232001;ОТВАЛЫ (к-с);NoneStylePoly
P0051123200;ОТВАЛЫ ;NoneStyleMark
P0051124000;СКВАЖИНЫ ;NoneStyleMark
P0051124310;СКВАЖИНЫ НЕФТЯНЫЕ;Нефтяные, газовые и другие скважины без вышек_100к
P0051124320;СКВАЖИНЫ ГАЗОВЫЕ;ННефтяные, газовые и другие скважины без вышек_100к
P0051124330;СКВАЖИНЫ ГИДРОЛОГИЧЕСКИЕ;NoneStyleMark
S0051125000;НЕФТЯНЫЕ И ГАЗОВЫЕ ПРОМЫСЛЫ;NoneStylePoly
P0051126000;ШУРФЫ;NoneStyleMark
L0051131000;ПРОМ.ПРЕДПРИЯТИЯ С ТРУБАМИ ;NoneStyleLine
S0051131000;ПРОМ.ПРЕДПРИЯТИЯ С ТРУБАМИ ;NoneStylePoly
S00511310001;ПРОМ.ПРЕДПРИЯТИЯ С ТРУБАМИ,к-с;NoneStylePoly
P0051131000;ПРОМ.ПРЕДПРИЯТИЯ С ТРУБАМИ ;NoneStyleMark
L0051132000;ПРОМ.ПРЕДПРИЯТИЯ БЕЗ ТРУБ ;NoneStyleLine
S0051132000;ПРОМ.ПРЕДПРИЯТИЯ БЕЗ ТРУБ(к-с);NoneStylePoly
S00511320001;ПРОМ.ПРЕДПРИЯТИЯ БЕЗ ТРУБ ;NoneStylePoly
P0051132000;ПРОМ.ПРЕДПРИЯТИЯ БЕЗ ТРУБ ;Заводы, фабрики и мельницы без труб_100к
V0051132000;ПРОМ.ПРЕДПРИЯТИЯ БЕЗ ТРУБ;NoneStyleLine
S0051133100;ГАРАЖИ (к-с);NoneStylePoly
S00511331001;ГАРАЖИ;NoneStylePoly
S0051141100;ЭЛЕКТРОСТАНЦИИ АТОМНЫЕ (к-с);NoneStylePoly
S00511411001;ЭЛЕКТРОСТАНЦИИ АТОМНЫЕ ;NoneStylePoly
S0051141200;ЭЛЕКТРОСТАН.ТЕПЛОВЫЕ (к-с);NoneStylePoly
S00511412001;ЭЛЕКТРОСТАНЦИИ ТЕПЛОВЫЕ ;NoneStylePoly
P0051141200;ЭЛЕКТРОСТАНЦИИ ТЕПЛОВЫЕ;ТЭЦ (точечный)_25к-100к
V0051141200;ЭЛЕКТРОСТАНЦИИ ТЕПЛОВЫЕ;NoneStyleLine
S0051141300;ВЕТРОЭЛЕКТРОСТАНЦИИ (к-с);NoneStylePoly
S00511413001;ВЕТРОЭЛЕКТРОСТАНЦИИ ;NoneStylePoly
P0051141300;ВЕТРОЭЛЕКТРОСТАНЦИИ ;NoneStyleMark
V0051141300;ВЕТРОЭЛЕКТРОСТАНЦИИ;NoneStyleLine
S0051141400;ЭЛЕКТРОСТАНЦИИ ГЕОТЕРМАЛ.(к-с);NoneStylePoly
S00511414001;ЭЛЕКТРОСТАНЦИИ ГЕОТЕРМАЛЬНЫЕ;NoneStylePoly
P0051141400;ЭЛЕКТРОСТАНЦИИ ГЕОТЕРМАЛЬНЫЕ;NoneStyleMark
V0051141400;ЭЛЕКТРОСТАНЦИИ ГЕОТЕРМАЛЬНЫЕ;NoneStyleLine
S0051141500;ЭЛЕКТРОСТ.СОЛНЕЧНЫЕ (к-с);NoneStylePoly
S00511415001;ЭЛЕКТРОСТАНЦИИ СОЛНЕЧНЫЕ ;NoneStylePoly
P0051141500;ЭЛЕКТРОСТАНЦИИ СОЛНЕЧНЫЕ;NoneStyleMark
V0051141500;ЭЛЕКТРОСТАНЦИИ СОЛНЕЧНЫЕ (2) ;NoneStyleLine
L0051142100;ГИДРОЭЛЕКТРОСТАНЦИИ;ГЭС_25к-100к
S0051142100;ГИДРОЭЛЕКТРОСТАНЦИИ ;NoneStylePoly
V0051142100;ГИДРОЭЛЕКТРОСТАНЦИИ;NoneStyleLine
L0051142200;ЭЛЕКТРОСТАНЦИИ ГИДРОАККУМУЛИР.;NoneStyleLine
V0051142200;ЭЛЕКТРОСТАНЦИИ ГИДРОАККУМУЛИР.;NoneStyleLine
L0051142300;ЭЛЕКТРОСТАНЦИИ ПРИЛИВНЫЕ;NoneStyleLine
V0051142300;ЭЛЕКТРОСТАНЦИИ ПРИЛИВНЫЕ ;NoneStyleLine
P0051151000;МЕЛЬНИЦЫ ВОДЯНЫЕ;Водяные мельницы и лесопильни_100к
P0051152000;МЕЛЬНИЦЫ ВЕТРЯНЫЕ ;Ветряные мельницы_100к
S0051153100;МЕЛЬНИЦЫ С ЭЛ.ПРИВ.С ТРУБ. к-с;NoneStylePoly
S00511531001;МЕЛЬНИЦЫ С ЭЛЕКТРОПРИВ.С ТРУБ;NoneStylePoly
P0051153100;МЕЛЬНИЦЫ С ЭЛЕКТРОПРИВ.С ТРУБ.;NoneStyleMark
L0051153200;МЕЛЬНИЦЫ С ЭЛЕКТРОПР.БЕЗ ТРУБ;NoneStyleLine
S0051153200;МЕЛЬНИЦЫ С Э/ПРИВ.БЕЗ ТРУБ к-с;NoneStylePoly
S00511532001;МЕЛЬНИЦЫ С ЭЛЕКТРОПР.БЕЗ ТРУБ;NoneStylePoly
P0051153200;МЕЛЬНИЦЫ С ЭЛЕКТРОПР.БЕЗ ТРУБ;NoneStyleMark
S0051160000;ЛЕСОПИЛЬНИ (к-с);NoneStylePoly
S00511600001;ЛЕСОПИЛЬНИ;NoneStylePoly
P0051160000;ЛЕСОПИЛЬНИ;NoneStyleMark
P0051170000;ПЕЧИ ДЛЯ ОБЖИГА;NoneStyleMark
S0051211000;СКЛАДЫ ОТКРЫТОГО ТИПА (к-с);NoneStylePoly
S00512110001;СКЛАДЫ ОТКРЫТОГО ТИПА;NoneStylePoly
L0051212000;СКЛАДЫ ЗАКРЫТОГО ТИПА ;NoneStyleLine
S0051212000;СКЛАДЫ ЗАКРЫТОГО ТИПА (к-с);NoneStylePoly
S00512120001;СКЛАДЫ ЗАКРЫТОГО ТИПА;NoneStylePoly
V51212000;СКЛАДЫ ЗАКРЫТОГО ТИПА;NoneStyleLine
S0051220000;ЗАПРАВОЧНЫЕ СТАНЦИИ ;NoneStylePoly
P0051220000;ЗАПРАВОЧ.СТАНЦИИ(БЕНЗОКОЛОНКИ);Бензоколонки_100к
L0051320000;ЛЭП;ЛЭП на опорах менее 14м_25к-100к
L0051330000;ЛИНИИ СВЯЗИ;NoneStyleLine
L0051340000;ЛОТКИ ДЛЯ СПУСКА ЛЕСА;NoneStyleLine
P0051410000;КАПИТ.СООРУЖЕНИЯ БАШЕН.ТИПА;Капитальные сооружения башенного типа_100к
P0051411000;ГРАДИРНИ;NoneStyleMark
P0051420000;ЗАВОДСКИЕ И ФАБРИЧНЫЕ ТРУБЫ;Заводские трубы_100к
P0051431000;ВЫШКИ ЛЕГКОГО ТИПА;Вышки лёгкого типа_100к
P0051432000;ВЫШКИ БУРОВЫЕ;NoneStyleMark
P0051432100;ВЫШКИ НЕФТЯНЫЕ;Нефтяные и газовые скважины с вышками_100к
P0051432200;ВЫШКИ ГАЗОВЫЕ;Нефтяные и газовые скважины с вышками_100к
P0051440000;ВЕТРЯНЫЕ ДВИГАТЕЛИ ;Ветряные двигатели_100к
V0051470000;ОПОРЫ НА ЛЭП ;NoneStyleLine
S0051480000;ОТСТОЙНИКИ (к-с);NoneStylePoly
S00514800001;ОТСТОЙНИКИ ;NoneStylePoly
P0051480000;ОТСТОЙНИКИ;NoneStyleMark
L0051500000;ЗДАНИЯ ПРОМ.И С/Х НАЗНАЧЕНИЯ;NoneStyleLine
S0051500000;ЗДАНИЯ ПРОМ.И С/Х НАЗНАЧЕНИЯ;NoneStylePoly
P0051500000;ЗДАНИЯ ПРОМ.И С/Х НАЗНАЧЕНИЯ;NoneStyleMark
V0051500000;ЗДАНИЯ ПРОМ.И С/Х НАЗНАЧЕНИЯ;NoneStyleLine
S0051710000;СВАЛКИ;NoneStylePoly
S00517100001;СВАЛКИ (к-с);NoneStylePoly
L0052100000;СЕЛЬСКОХОЗЯЙСТВ.ПРЕДПРИЯТИЯ;NoneStyleLine
S0052100000;СЕЛЬСКОХОЗ.ПРЕДПРИЯТИЯ (к-с);NoneStylePoly
S00521000001;СЕЛЬСКОХОЗЯЙСТВ. ПРЕДПРИЯТИЯ;NoneStylePoly
P0052100000;СЕЛЬСКОХОЗЯЙСТВ.ПРЕДПРИЯТИЯ;NoneStyleMark
V0052100000;СЕЛЬСКОХОЗ. ПРЕДПРИЯТИЯ;NoneStyleLine
S0052300000;ЗАГОНЫ ДЛЯ СКОТА;NoneStylePoly
V0052300000;ЗАГОНЫ ДЛЯ СКОТА ;NoneStyleLine
S0053110000;АЭРОПОРТЫ,АЭРОДРОМЫ (к-с);NoneStylePoly
S00531100001;АЭРОПОРТЫ,АЭРОДРОМЫ ;NoneStylePoly
P0053110000;АЭРОПОРТЫ,АЭРОДРОМЫ;Аэродром_100к
S0053230000;МОРСКИЕ ПОРТЫ, ГАВАНИ;NoneStylePoly
S0053240000;РЕЧНЫЕ ПОРТЫ;NoneStylePoly
L0053320000;ТЕЛЕВИЗИОННЫЕ ЦЕНТРЫ;NoneStyleLine
S0053320000;ТЕЛЕВИЗИОННЫЕ ЦЕНТРЫ (к-с);NoneStylePoly
S00533200001;ТЕЛЕВИЗИОННЫЕ ЦЕНТРЫ ;NoneStylePoly
P0053320000;ТЕЛЕВИЗИОННЫЕ ЦЕНТРЫ ;NoneStyleMark
P0053330000;ТЕЛЕВИЗИОННЫЕ БАШНИ ;NoneStyleMark
P0053340000;МАЧТЫ (РАДИО и РАДИОРЕЛ.ТЕЛЕ.);NoneStyleMark
S0053350000;МЕТЕОРОЛОГИЧЕСКИЕ СТАНЦИИ;NoneStylePoly
P0053350000;МЕТЕОРОЛОГИЧЕСКИЕ СТАНЦИИ;NoneStyleMark
P0053360000;ТЕЛЕГРАФ.КОНТОРЫ,ТЕЛЕФОН.СТ.;NoneStyleMark
S0053411000;МОНАСТЫРИ ХРИСТИАНСКИЕ (к-с);NoneStylePoly
S00534110001;МОНАСТЫРИ ХРИСТИАНСКИЕ;NoneStylePoly
P0053411000;МОНАСТЫРИ ХРИСТИАНСКИЕ;NoneStyleMark
S0053412000;МОНАСТЫРИ БУДДИЙСКИЕ (к-с);NoneStylePoly
S00534120001;МОНАСТЫРИ БУДДИЙСКИЕ;NoneStylePoly
P0053412000;МОНАСТЫРИ БУДДИЙСКИЕ ;NoneStyleMark
S0053420000;ЦЕРКВИ,КОСТЕЛЫ,КИРХИ ;NoneStylePoly
P0053420000;ЦЕРКВИ,КОСТЕЛЫ,КИРХИ ;Церкви_25к-100к
S0053430000;МЕЧЕТИ;NoneStylePoly
P0053430000;МЕЧЕТИ;Мечети_100к
S0053440000;БУДДИЙСКИЕ ХРАМЫ И ПАГОДЫ;NoneStylePoly
P0053440000;БУДДИЙСКИЕ ХРАМЫ И ПАГОДЫ;Буддийские и другие храмы и пагоды_100к
P0053450000;ЧАСОВНИ;Часовни_100к
P0053460000;ВЕРШИНА ЦЕРКВИ,МЕЧЕТИ,БУД.ХРАМА;NoneStyleMark
S0053511000;КЛАДБИЩА С ГУСТОЙ ДРЕВ.РАСТ.;Кладбища с густой растительностью_100к
S00535110001;КЛАДБИЩА С РАСТИТЕЛЬНОСТЬЮ к-с;NoneStylePoly
V0053511000;КЛАДБИЩА С РАСТИТЕЛЬНОСТЬЮ;NoneStyleLine
S0053512000;КЛАДБИЩА БЕЗ РАСТИТЕЛ. (к-с);NoneStylePoly
S00535120001;КЛАДБИЩА БЕЗ РАСТИТЕЛЬНОСТИ;Кладбища_100к
V0053512000;КЛАДБИЩА БЕЗ РАСТИТЕЛЬНОСТИ;NoneStyleLine
S0053520000;ВЫДАЮЩИЕСЯ ПАМЯТНИКИ;NoneStylePoly
P0053520000;ВЫДАЮЩИЕСЯ ПАМЯТНИКИ;Выдающиеся памятники и монументы_100к
P0053530000;ПАМЯТНИКИ,МОНУМЕНТЫ,МОГИЛЫ;Памятники и монументы_100к
P0053540000;МАЗАРЫ,СУБУРГАНЫ,ОБО;Мазары, субурганы_100к
S0053550000;СКОТОМОГИЛЬНИКИ ;NoneStylePoly
P0053550000;СКОТОМОГИЛЬНИКИ ;NoneStyleMark
L0053600000;ПРОЧИЕ СОЦ.КУЛЬТУРНЫЕ ОБЪЕКТЫ;NoneStyleLine
S0053600000;ПРОЧИЕ СОЦ.КУЛЬТУРНЫЕ ОБЪЕКТЫ;NoneStylePoly
S00536000001;ПРОЧИЕ СОЦ.КУЛЬТУРНЫЕ ОБ.(к-с);NoneStylePoly
P0053600000;ПРОЧИЕ СОЦ.КУЛЬТУРНЫЕ ОБЪЕКТЫ;NoneStyleMark
V0053600000;ПРОЧИЕ СОЦ.КУЛЬТУР.ОБЪЕКТЫ;NoneStyleLine
L0053610000;ЗДАНИЯ СОЦ.КУЛЬТУР.НАЗНАЧЕНИЯ;NoneStyleLine
S0053610000;ЗДАНИЯ СОЦ.КУЛЬТУР.НАЗНАЧЕНИЯ;NoneStylePoly
P0053610000;ЗДАНИЯ СОЦ.КУЛЬТУР.НАЗНАЧЕНИЯ;NoneStyleMark
V0053610000;ЗДАНИЯ СОЦ.КУЛЬТУР.НАЗНАЧЕНИЯ;NoneStyleLine
S0053700000;СПОРТИВНЫЕ СООРУЖЕНИЯ ;NoneStylePoly
P0053700000;СПОРТИВНЫЕ СООРУЖЕНИЯ;NoneStyleMark
S0053710000;СПОРТ.СООРУЖЕНИЯ ОТКР.ТИПА к-с;NoneStylePoly
S00537100001;СПОРТ.СООРУЖЕНИЯ ОТКРЫТ.ТИПА ;NoneStylePoly
S0053711000;СТАДИОНЫ ;NoneStylePoly
V0053711000;СТАДИОНЫ ;NoneStyleLine
S0053712000;СПОРТ ПЛОЩАДКИ;NoneStylePoly
P0053713000;ТРАМПЛИНЫ;NoneStyleMark
L0053720000;СПОРТИВНЫЕ СООРУЖЕНИЯ КРЫТЫЕ;NoneStyleLine
S0053720000;СПОРТИВНЫЕ СООРУЖЕНИЯ КРЫТЫЕ;NoneStylePoly
S0053890000;МЕСТА РАЗВЛЕЧЕНИЙ(ПАРКИ И Т.П);NoneStylePoly
L0081110000;ЛИНИИ ПОЛИТИКО-АДМИН.ГРАНИЦ;NoneStyleLine
L0081111000;ЛИНИИ ГРАНИЦ НЕУСТАН.(неотоб.);NoneStyleLine
L0081111100;ЛИНИИ ГРАНИЦ НЕУСТАН.(отобр.);NoneStyleLine
P0081121000;ПОГРАНИЧНЫЙ ЗНАК НА СУШЕ;NoneStyleMark
P0081122100;ПОГРАНИЧНЫЙ БУЙ;NoneStyleMark
P0081122200;ПОГРАНИЧНАЯ ВЕХА;NoneStyleMark
P0081130000;КОПЕЦ;NoneStyleMark
L008114000013;ОТД.УЧАСТ.ГРАНИЦ (ГОСУДАРСТВ.);Границы государственные_100к
L008114000014;ОТД.УЧАСТ.ГРАНИЦ (ПОЛЯР.ВЛАД.);NoneStyleLine
L008114000015;ОТД.УЧ.ГРАНИЦ (СУБЪЕКТОВ РФ);Границы краёв и областей_100к
L008114000016;ОТД.УЧАСТ.ГРАНИЦ (РЕСПУБ.В РФ);Границы республик_100к
L008114000017;ОТД.УЧАСТ.ГРАНИЦ (КРАЕВ);NoneStyleLine
L008114000018;ОТД.УЧАСТ.ГРАНИЦ (ОБЛАСТЕЙ);NoneStyleLine
L008114000019;ОТД.УЧАСТ.ГРАНИЦ (1-ГО ПОРЯДКА);NoneStyleLine
L008114000020;ОТД.УЧАСТ.ГРАНИЦ Г/ЗАПОВ.ПОЛИГ.;Границы государственных заповедников_25к-100к
L008114000021;ОТД.УЧАСТ.ГРАНИЦ РЕЗЕРВАЦИЙ;NoneStyleLine
L008114000022;ОТД.УЧАСТ.ГРАНИЦ Г/ЗАКАЗ.ПАРКОВ;NoneStyleLine
L0081140000;ОТД.УЧ.ГР.(МЕЖДУ СЕРБ.И ЧЕРН.);NoneStyleLine
L0081140100;ОКРАСКА ГРАНИЦ (ГОСУДАРСТВЕН.);NoneStyleLine
L0081140300;ОКРАСКА ГОС.ГРАНИЦ(неустановл.);NoneStyleLine
L0081200000;ЛИНИИ ПРОЧИХ ГРАНИЦ ;NoneStyleLine
L0082100000;ДРЕВНИЕ ИСТОРИЧЕСКИЕ СТЕНЫ;Древние исторические стены_25к-100к
L0082200000;КАМЕН.КИРПИЧ.СТЕНЫ,МЕТАЛ.ОГР.;NoneStyleLine
L0082300000;ЛЕГКИЕ ОГРАЖДЕНИЯ ;NoneStyleLine
S0088000000;ТЕРРИТОРИЯ ГОСУДАРСТВА,АНКЛАВ;NoneStylePoly
L0062340000;ЭСТАКАДЫ НА ЖЕЛЕЗНОЙ ДОРОГЕ;NoneStyleLine
L00623400001;ЭСТАКАДЫ НА АВТОМОБИЛЬНОЙ ДОР.;NoneStyleLine
S0062340000;ЭСТАКАДЫ;NoneStylePoly
V0062340000;ЭСТАКАДЫ НА ЖЕЛЕЗНОЙ ДОРОГЕ;NoneStyleLine
V00623400001;ЭСТАКАДЫ НА АВТОДОРОГЕ;NoneStyleLine
L0062343000;ЭСТАКАДЫ МОРСКИЕ;NoneStyleLine
S0062343000;ЭСТАКАДЫ МОРСКИЕ;NoneStylePoly
L0062350000;НАСЫПИ НА Ж/Д (односторонние);NoneStyleLine
L00623500001;НАСЫПИ НА УЛУЧ.ГР.ДОР.(1стор.);NoneStyleLine
L00623500002;НАСЫПИ НА ГРУНТ.ДОР.(1 стор.);NoneStyleLine
L00623500003;НАСЫПИ НА ШОССЕ(односторонние);NoneStyleLine
L00623500004;НАСЫПИ НА УСОВЕР.ШОССЕ(1стор.);NoneStyleLine
L00623500005;НАСЫПИ НА АВТОМАГИСТР.1 стор.;NoneStyleLine
L00623500006;НАСЫПИ НА Ж/Д (двусторонние);NoneStyleLine
L00623500007;НАСЫПИ НА УЛУЧ.ГР.ДОР.(2стлр.);NoneStyleLine
L00623500008;НАСЫПИ НА ГРУНТ.ДОР.(2 стор.);NoneStyleLine
L00623500009;НАСЫПИ НА ШОССЕ (двусторонние);NoneStyleLine
L006235000010;НАСЫПИ НА УСОВЕР.ШОССЕ(2стор.);NoneStyleLine
L006235000011;НАСЫПИ НА АВТОМАГИСТР.2 стор.;NoneStyleLine
L0062360000;ВЫЕМКИ НА Ж/Д (односторонние);NoneStyleLine
L00623600001;ВЫЕМКИ НА ШОССЕ(односторонние);NoneStyleLine
L00623600002;ВЫЕМКИ НА УСОВЕР.ШОССЕ(1стор.);NoneStyleLine
L00623600003;ВЫЕМКИ НА АВТОМАГИСТР.1 стор.;NoneStyleLine
L00623600004;ВЫЕМКИ НА Ж/Д (двусторонние);NoneStyleLine
L00623600005;ВЫЕМКИ НА УСОВЕР.ШОССЕ(2стор.);NoneStyleLine
